sentence,entailment
"""Mary has the letter"" entails ""Mary has collected the letter""",0
"""Mary has the letter"" entails ""Mary had collected the letter""",0
"""Mary has the letter"" entails ""Mary will collect the letter""",0
"""Mary has the letter"" entails ""Mary collects the letter""",0
"""Mary has the letter"" entails ""Mary collected the letter""",0
"""Mary had the letter"" entails ""Mary is collecting the letter""",0
"""Mary had the letter"" entails ""Mary was collecting the letter""",0
"""Mary had the letter"" entails ""Mary has collected the letter""",0
"""Mary had the letter"" entails ""Mary had collected the letter""",0
"""Mary had the letter"" entails ""Mary will collect the letter""",0
"""Mary had the letter"" entails ""Mary collects the letter""",0
"""Mary had the letter"" entails ""Mary collected the letter""",0
"""Mary is collecting the letter"" entails ""Mary has had the letter""",0
"""Mary is collecting the letter"" entails ""Mary had had the letter""",0
"""Mary is collecting the letter"" entails ""Mary will have the letter""",1
"""Mary is collecting the letter"" entails ""Mary has the letter""",0
"""Mary is collecting the letter"" entails ""Mary had the letter""",0
"""Mary was collecting the letter"" entails ""Mary has had the letter""",0
"""Mary was collecting the letter"" entails ""Mary had had the letter""",0
"""Mary was collecting the letter"" entails ""Mary will have the letter""",0
"""Mary was collecting the letter"" entails ""Mary has the letter""",0
"""Mary was collecting the letter"" entails ""Mary had the letter""",0
"""Mary has collected the letter"" entails ""Mary has had the letter""",0
"""Mary has collected the letter"" entails ""Mary had had the letter""",0
"""Mary has collected the letter"" entails ""Mary will have the letter""",1
"""Mary has collected the letter"" entails ""Mary has the letter""",1
"""Mary has collected the letter"" entails ""Mary had the letter""",0
"""Mary had collected the letter"" entails ""Mary has had the letter""",0
"""Mary had collected the letter"" entails ""Mary had had the letter""",1
"""Mary had collected the letter"" entails ""Mary will have the letter""",0
"""Mary had collected the letter"" entails ""Mary has the letter""",0
"""Mary had collected the letter"" entails ""Mary had the letter""",1
"""Mary will collect the letter"" entails ""Mary has had the letter""",0
"""Mary will collect the letter"" entails ""Mary had had the letter""",0
"""Mary will collect the letter"" entails ""Mary will have the letter""",1
"""Mary will collect the letter"" entails ""Mary has the letter""",0
"""Mary will collect the letter"" entails ""Mary had the letter""",0
"""Mary collects the letter"" entails ""Mary has had the letter""",0
"""Mary collects the letter"" entails ""Mary had had the letter""",0
"""Mary collects the letter"" entails ""Mary will have the letter""",1
"""Mary collects the letter"" entails ""Mary has the letter""",0
"""Mary collects the letter"" entails ""Mary had the letter""",0
"""Mary collected the letter"" entails ""Mary has had the letter""",1
"""Mary collected the letter"" entails ""Mary had had the letter""",1
"""Mary collected the letter"" entails ""Mary will have the letter""",0
"""Mary collected the letter"" entails ""Mary has the letter""",0
"""Mary collected the letter"" entails ""Mary had the letter""",1
"""The cat is catching the mouse"" entails ""The cat is chasing the mouse""",1
"""The cat is catching the mouse"" entails ""The cat was chasing the mouse""",0
"""The cat is catching the mouse"" entails ""The cat has chased the mouse""",0
"""The cat is catching the mouse"" entails ""The cat had chased the mouse""",0
"""The cat is catching the mouse"" entails ""The cat will chase the mouse""",0
"""The cat is catching the mouse"" entails ""The cat chases the mouse""",1
"""The cat is catching the mouse"" entails ""The cat chased the mouse""",1
"""The cat was catching the mouse"" entails ""The cat is chasing the mouse""",0
"""The cat was catching the mouse"" entails ""The cat was chasing the mouse""",1
"""The cat was catching the mouse"" entails ""The cat has chased the mouse""",0
"""The cat was catching the mouse"" entails ""The cat had chased the mouse""",1
"""The cat was catching the mouse"" entails ""The cat will chase the mouse""",0
"""The cat was catching the mouse"" entails ""The cat chases the mouse""",0
"""The cat was catching the mouse"" entails ""The cat chased the mouse""",1
"""The cat has caught the mouse"" entails ""The cat is chasing the mouse""",0
"""The cat has caught the mouse"" entails ""The cat was chasing the mouse""",1
"""The cat has caught the mouse"" entails ""The cat has chased the mouse""",1
"""The cat has caught the mouse"" entails ""The cat had chased the mouse""",1
"""The cat has caught the mouse"" entails ""The cat will chase the mouse""",0
"""The cat has caught the mouse"" entails ""The cat chases the mouse""",0
"""The cat has caught the mouse"" entails ""The cat chased the mouse""",1
"""The cat had caught the mouse"" entails ""The cat is chasing the mouse""",0
"""The cat had caught the mouse"" entails ""The cat was chasing the mouse""",1
"""The cat had caught the mouse"" entails ""The cat has chased the mouse""",0
"""The cat had caught the mouse"" entails ""The cat had chased the mouse""",1
"""The cat had caught the mouse"" entails ""The cat will chase the mouse""",0
"""The cat had caught the mouse"" entails ""The cat chases the mouse""",0
"""The cat had caught the mouse"" entails ""The cat chased the mouse""",1
"""The cat will catch the mouse"" entails ""The cat is chasing the mouse""",0
"""The cat will catch the mouse"" entails ""The cat was chasing the mouse""",0
"""The cat will catch the mouse"" entails ""The cat has chased the mouse""",0
"""The cat will catch the mouse"" entails ""The cat had chased the mouse""",0
"""The cat will catch the mouse"" entails ""The cat will chase the mouse""",1
"""The cat will catch the mouse"" entails ""The cat chases the mouse""",0
"""The cat will catch the mouse"" entails ""The cat chased the mouse""",0
"""The cat catches the mouse"" entails ""The cat is chasing the mouse""",0
"""The cat catches the mouse"" entails ""The cat was chasing the mouse""",1
"""The cat catches the mouse"" entails ""The cat has chased the mouse""",1
"""The cat catches the mouse"" entails ""The cat had chased the mouse""",1
"""The cat catches the mouse"" entails ""The cat will chase the mouse""",0
"""The cat catches the mouse"" entails ""The cat chases the mouse""",0
"""The cat catches the mouse"" entails ""The cat chased the mouse""",1
"""The cat caught the mouse"" entails ""The cat is chasing the mouse""",0
"""The cat caught the mouse"" entails ""The cat was chasing the mouse""",1
"""The cat caught the mouse"" entails ""The cat has chased the mouse""",0
"""The cat caught the mouse"" entails ""The cat had chased the mouse""",1
"""The cat caught the mouse"" entails ""The cat will chase the mouse""",0
"""The cat caught the mouse"" entails ""The cat chases the mouse""",0
"""The cat caught the mouse"" entails ""The cat chased the mouse""",1
"""The cat is chasing the mouse"" entails ""The cat is catching the mouse""",0
"""The cat is chasing the mouse"" entails ""The cat was catching the mouse""",0
"""The cat is chasing the mouse"" entails ""The cat has caught the mouse""",0
"""The cat is chasing the mouse"" entails ""The cat had caught the mouse""",0
"""The cat is chasing the mouse"" entails ""The cat will catch the mouse""",0
"""The cat is chasing the mouse"" entails ""The cat catches the mouse""",0
"""The cat is chasing the mouse"" entails ""The cat caught the mouse""",0
"""The cat was chasing the mouse"" entails ""The cat is catching the mouse""",0
"""The cat was chasing the mouse"" entails ""The cat was catching the mouse""",0
"""The cat was chasing the mouse"" entails ""The cat has caught the mouse""",0
"""The cat was chasing the mouse"" entails ""The cat had caught the mouse""",0
"""The cat was chasing the mouse"" entails ""The cat will catch the mouse""",0
"""The cat was chasing the mouse"" entails ""The cat catches the mouse""",0
"""The cat was chasing the mouse"" entails ""The cat caught the mouse""",0
"""The cat has chased the mouse"" entails ""The cat is catching the mouse""",0
"""The cat has chased the mouse"" entails ""The cat was catching the mouse""",0
"""The cat has chased the mouse"" entails ""The cat has caught the mouse""",0
"""The cat has chased the mouse"" entails ""The cat had caught the mouse""",0
"""The cat has chased the mouse"" entails ""The cat will catch the mouse""",0
"""The cat has chased the mouse"" entails ""The cat catches the mouse""",0
"""The cat has chased the mouse"" entails ""The cat caught the mouse""",0
"""The cat had chased the mouse"" entails ""The cat is catching the mouse""",0
"""The cat had chased the mouse"" entails ""The cat was catching the mouse""",0
"""The cat had chased the mouse"" entails ""The cat has caught the mouse""",0
"""The cat had chased the mouse"" entails ""The cat had caught the mouse""",0
"""The cat had chased the mouse"" entails ""The cat will catch the mouse""",0
"""The cat had chased the mouse"" entails ""The cat catches the mouse""",0
"""The cat had chased the mouse"" entails ""The cat caught the mouse""",0
"""The cat will chase the mouse"" entails ""The cat is catching the mouse""",0
"""The cat will chase the mouse"" entails ""The cat was catching the mouse""",0
"""The cat will chase the mouse"" entails ""The cat has caught the mouse""",0
"""The cat will chase the mouse"" entails ""The cat had caught the mouse""",0
